X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
611.15	451.88	1	705.13	477.45	1	711.32	588.24	1	1050.8	212.06	0.99959	1311.1	524.23	1	1262.4	660.27	1	905.57	212.26	1	935.81	546.15	1
615.91	448.62	1	706.65	479.91	1	711.14	592.81	1	1051	212.96	0.99959	1310.5	520.36	1	1268	655.71	1	900.03	212.07	1	930.82	546	1
620.36	445.38	1	709.82	484.6	1	710.86	597.66	1	1054.1	215.94	0.99959	1310.6	514.74	1	1276.3	646.27	1	894.38	211.9	1	927.26	545.65	1
623.75	443.27	1	711.76	488.34	1	710.31	603.54	1	1057.8	219.78	0.99959	1310.6	508.74	1	1281	637.7	1	888.51	211.78	1	923.26	545.36	1
627.11	441.39	1	714.36	493.13	1	710.05	607.71	1	1061.2	223.01	0.99959	1310.4	504.23	1	1285.3	628.86	1	883.05	211.5	1	918.28	546.03	1
630.56	439.38	1	715.59	495.21	1	710.02	610.31	1	1063.8	225.43	0.99959	1310.4	499.09	1	1288.5	621.14	1	878.75	212.11	1	911.21	549.19	1
632.77	438	1	717.85	499.57	1	709.8	613.74	1	1065.9	227.57	0.99959	1310.4	492.87	1	1286.8	608.16	1	868.37	212.67	1	902.97	551.77	1
635.79	436.35	1	719.38	502.48	1	709.19	619.12	1	1068.3	230.15	0.99959	1309	487.46	1	1285.8	593.78	1	857.8	211.8	1	894.97	555.22	1
637.5	435.29	1	720.62	504.49	1	708.9	622.24	1	1071.2	232.86	0.99959	1307.5	480.1	1	1284.3	581.4	1	848.68	211.38	1	888.22	558.5	1
639.41	434.21	1	722.02	506.68	1	708.29	625.64	1	1071.4	236.96	0.99959	1306.5	477.22	1	1282.6	569.64	1	842.51	211.69	1	881.18	561.95	1
